┄┄┄┄┄system┄┄┄┄┬┄┄┄┄┄┄memory┄usage┄┄┄┄┄┬┄┄total┄cpu┄usage┄┄┬┄┄net/ib0┄┄ ┄┄┄net/lo┄┄ ┄net/total┄
      time     │ used  free  cach  avai│usr sys idl wai stl│ recv  send  recv  send  recv  send
Jul-08 11:48:38│36.3G 42.4G  170G  213G│  1   2  97   0   0│1841M   18G┊2256b 2256b┊1841M   18G
Jul-08 11:48:39│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:48:40│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 690M 5503M┊   0     0 ┊ 690M 5503M
Jul-08 11:48:41│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5442M┊   0     0 ┊ 461M 5444M
Jul-08 11:48:42│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 565M 5428M┊   0     0 ┊ 565M 5428M
Jul-08 11:48:43│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 585M 5383M┊   0     0 ┊ 585M 5383M
Jul-08 11:48:44│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5382M┊   0     0 ┊ 461M 5382M
Jul-08 11:48:45│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5608M┊   0     0 ┊ 689M 5608M
Jul-08 11:48:46│36.3G 42.4G  170G  213G│  2   0  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:48:47│36.3G 42.4G  170G  213G│  2   0  98   0   0│ 689M 5483M┊   0     0 ┊ 689M 5483M
Jul-08 11:48:48│36.2G 42.4G  170G  213G│  2   2  96   0   0│ 461M 5284M┊   0     0 ┊ 461M 5284M
Jul-08 11:48:49│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 461M 5382M┊   0     0 ┊ 461M 5382M
Jul-08 11:48:50│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 690M 5459M┊   0     0 ┊ 690M 5459M
Jul-08 11:48:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5530M┊   0     0 ┊ 461M 5530M
Jul-08 11:48:52│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5382M┊   0     0 ┊ 689M 5382M
Jul-08 11:48:53│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:48:54│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 690M 5476M┊   0     0 ┊ 690M 5476M
Jul-08 11:48:55│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5323M┊   0     0 ┊ 461M 5323M
Jul-08 11:48:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5401M┊   0     0 ┊ 461M 5401M
Jul-08 11:48:57│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 690M 5556M┊   0     0 ┊ 690M 5556M
Jul-08 11:48:58│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 461M 5382M┊   0     0 ┊ 461M 5382M
Jul-08 11:48:59│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 690M 5384M┊   0     0 ┊ 690M 5384M
Jul-08 11:49:00│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5411M┊   0     0 ┊ 461M 5411M
Jul-08 11:49:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5431M┊   0     0 ┊ 461M 5431M
Jul-08 11:49:02│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5530M┊   0     0 ┊ 689M 5530M
Jul-08 11:49:03│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:04│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 689M 5382M┊   0     0 ┊ 689M 5382M
Jul-08 11:49:05│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:06│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 690M 5461M┊   0     0 ┊ 690M 5461M
Jul-08 11:49:07│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5528M┊   0     0 ┊ 461M 5528M
Jul-08 11:49:08│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 461M 5378M┊   0     0 ┊ 461M 5380M
Jul-08 11:49:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5388M┊   0     0 ┊ 689M 5388M
Jul-08 11:49:10│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5382M┊   0     0 ┊ 461M 5382M
Jul-08 11:49:11│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5382M┊   0     0 ┊ 689M 5382M
Jul-08 11:49:12│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5554M┊   0     0 ┊ 461M 5554M
Jul-08 11:49:13│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 658M 5436M┊   0     0 ┊ 658M 5436M
Jul-08 11:49:14│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 492M 5388M┊   0     0 ┊ 492M 5388M
Jul-08 11:49:15│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 461M 5378M┊   0     0 ┊ 461M 5378M
Jul-08 11:49:16│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5607M┊   0     0 ┊ 689M 5607M
Jul-08 11:49:17│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5340M┊   0     0 ┊ 461M 5340M
Jul-08 11:49:18│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 690M 5426M┊   0     0 ┊ 690M 5426M
Jul-08 11:49:19│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:20│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 461M 5382M┊2288b 2288b┊ 461M 5382M
Jul-08 11:49:21│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5382M┊   0     0 ┊ 689M 5382M
Jul-08 11:49:22│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5384M┊   0     0 ┊ 461M 5384M
Jul-08 11:49:23│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5606M┊   0     0 ┊ 689M 5606M
Jul-08 11:49:24│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:25│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 597M 5382M┊   0     0 ┊ 597M 5382M
Jul-08 11:49:26│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 554M 5555M┊   0     0 ┊ 554M 5555M
Jul-08 11:49:27│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5246M┊   0     0 ┊ 461M 5246M
Jul-08 11:49:28│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5571M┊   0     0 ┊ 689M 5571M
Jul-08 11:49:29│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 690M 5383M┊   0     0 ┊ 690M 5383M
Jul-08 11:49:31│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5382M┊   0     0 ┊ 461M 5382M
Jul-08 11:49:32│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:33│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 689M 5608M┊   0     0 ┊ 689M 5608M
Jul-08 11:49:34│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5382M┊   0     0 ┊ 461M 5382M
Jul-08 11:49:35│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5607M┊   0     0 ┊ 689M 5607M
Jul-08 11:49:36│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:37│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5471M┊   0     0 ┊ 689M 5471M
Jul-08 11:49:38│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5518M┊   0     0 ┊ 461M 5520M
Jul-08 11:49:39│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 635M 5384M┊   0     0 ┊ 635M 5384M
Jul-08 11:49:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 516M 5382M┊   0     0 ┊ 516M 5382M
Jul-08 11:49:41│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5382M┊   0     0 ┊ 461M 5382M
Jul-08 11:49:42│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 690M 5606M┊   0     0 ┊ 690M 5606M
Jul-08 11:49:43│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5384M┊   0     0 ┊ 461M 5384M
Jul-08 11:49:44│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 690M 5606M┊   0     0 ┊ 690M 5606M
Jul-08 11:49:45│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5384M┊   0     0 ┊ 461M 5384M
Jul-08 11:49:46│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 529M 5382M┊   0     0 ┊ 529M 5382M
Jul-08 11:49:47│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 621M 5382M┊   0     0 ┊ 621M 5382M
Jul-08 11:49:48│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:49│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5491M┊   0     0 ┊ 689M 5491M
Jul-08 11:49:50│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5443M┊   0     0 ┊ 461M 5443M
Jul-08 11:49:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5436M┊   0     0 ┊ 689M 5436M
Jul-08 11:49:52│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:53│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:54│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5606M┊   0     0 ┊ 690M 5606M
Jul-08 11:49:55│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:49:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5384M┊   0     0 ┊ 689M 5384M
Jul-08 11:49:57│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 461M 5382M┊   0     0 ┊ 461M 5382M
Jul-08 11:49:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 689M 5522M┊   0     0 ┊ 689M 5522M
Jul-08 11:49:59│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5244M┊   0     0 ┊ 461M 5244M
Jul-08 11:50:00│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5383M┊   0     0 ┊ 461M 5383M
Jul-08 11:50:01│36.2G 42.4G  170G  213G│  2   1  97   0   0│5562M 7817M┊3568b 3568b┊5562M 7817M
Jul-08 11:50:02│36.3G 42.4G  170G  213G│  1   2  97   0   0│  10G 9834M┊   0     0 ┊  10G 9834M
Jul-08 11:50:03│36.3G 42.4G  170G  213G│  2   2  96   0   0│8792M   11G┊2240b 2240b┊8792M   11G
Jul-08 11:50:04│36.3G 42.4G  170G  213G│  1   2  97   0   0│1912M   19G┊   0     0 ┊1912M   19G
Jul-08 11:50:05│36.3G 42.4G  170G  213G│  1   1  97   0   0│2150M   20G┊   0     0 ┊2150M   20G
Jul-08 11:50:06│36.3G 42.4G  170G  213G│  1   1  97   0   0│1913M   20G┊   0     0 ┊1913M   20G
Jul-08 11:50:07│36.3G 42.4G  170G  213G│  1   2  97   0   0│1913M   19G┊   0     0 ┊1913M   19G
Jul-08 11:50:08│36.3G 42.4G  170G  213G│  1   2  97   0   0│2151M   20G┊   0     0 ┊2151M   20G
Jul-08 11:50:09│36.2G 42.4G  170G  213G│  1   1  97   0   0│1912M   19G┊   0     0 ┊1912M   19G
Jul-08 11:50:10│36.3G 42.4G  170G  213G│  1   1  97   0   0│1912M   19G┊   0     0 ┊1912M   19G
Jul-08 11:50:11│36.2G 42.4G  170G  213G│  1   1  97   0   0│2150M   20G┊   0     0 ┊2150M   20G
Jul-08 11:50:12│36.3G 42.4G  170G  213G│  1   2  97   0   0│1913M   19G┊   0     0 ┊1913M   19G
Jul-08 11:50:13│36.3G 42.4G  170G  213G│  1   2  97   0   0│1914M   19G┊   0     0 ┊1914M   19G
Jul-08 11:50:14│36.3G 42.4G  170G  213G│  1   1  97   0   0│2150M   20G┊   0     0 ┊2150M   20G
Jul-08 11:50:15│36.3G 42.4G  170G  213G│  1   1  97   0   0│1673M   17G┊2256b 2256b┊1673M   17G
Jul-08 11:50:16│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5356M┊   0     0 ┊ 479M 5356M
Jul-08 11:50:17│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5591M┊   0     0 ┊ 716M 5591M
Jul-08 11:50:18│36.3G 42.4G  170G  213G│  2   2  96   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:50:19│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:50:20│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5590M┊   0     0 ┊ 716M 5590M
Jul-08 11:50:21│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:50:22│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5357M┊   0     0 ┊ 479M 5357M
Jul-08 11:50:23│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 716M 5480M┊   0     0 ┊ 716M 5480M
Jul-08 11:50:24│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 478M 5384M┊   0     0 ┊ 478M 5384M
Jul-08 11:50:25│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5339M┊   0     0 ┊ 479M 5339M
Jul-08 11:50:26│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 549M 5458M┊   0     0 ┊ 549M 5458M
Jul-08 11:50:27│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 645M 5357M┊   0     0 ┊ 645M 5357M
Jul-08 11:50:28│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 479M 5357M┊   0     0 ┊ 479M 5357M
Jul-08 11:50:29│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5358M┊   0     0 ┊ 478M 5358M
Jul-08 11:50:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5589M┊   0     0 ┊ 716M 5589M
Jul-08 11:50:31│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:50:32│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:50:33│36.3G 42.4G  170G  213G│  2   2  97   0   0│ 716M 5358M┊   0     0 ┊ 716M 5358M
Jul-08 11:50:34│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:50:35│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:50:36│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5545M┊   0     0 ┊ 716M 5545M
Jul-08 11:50:37│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5403M┊   0     0 ┊ 478M 5403M
Jul-08 11:50:38│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:50:39│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 716M 5356M┊   0     0 ┊ 716M 5359M
Jul-08 11:50:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5471M┊   0     0 ┊ 478M 5472M
Jul-08 11:50:41│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5474M┊   0     0 ┊ 479M 5474M
Jul-08 11:50:42│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5473M┊   0     0 ┊ 716M 5473M
Jul-08 11:50:43│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5473M┊   0     0 ┊ 479M 5473M
Jul-08 11:50:44│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 479M 5357M┊   0     0 ┊ 479M 5357M
Jul-08 11:50:45│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5357M┊   0     0 ┊ 716M 5357M
Jul-08 11:50:46│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 479M 5356M┊   0     0 ┊ 479M 5356M
Jul-08 11:50:47│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5430M┊   0     0 ┊ 479M 5430M
Jul-08 11:50:48│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 716M 5518M┊   0     0 ┊ 716M 5518M
Jul-08 11:50:49│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:50:50│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5540M┊   0     0 ┊ 478M 5540M
Jul-08 11:50:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5406M┊   0     0 ┊ 716M 5406M
Jul-08 11:50:52│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:50:53│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5363M┊   0     0 ┊ 478M 5363M
Jul-08 11:50:54│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5584M┊   0     0 ┊ 716M 5584M
Jul-08 11:50:55│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 478M 5358M┊   0     0 ┊ 478M 5358M
Jul-08 11:50:56│36.3G 42.4G  170G  213G│  2   0  98   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:50:57│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 716M 5589M┊   0     0 ┊ 716M 5589M
Jul-08 11:50:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5356M┊2288b 2288b┊ 478M 5356M
Jul-08 11:50:59│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5538M┊   0     0 ┊ 478M 5538M
Jul-08 11:51:00│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 716M 5411M┊   0     0 ┊ 716M 5411M
Jul-08 11:51:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:51:02│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:51:03│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 716M 5590M┊   0     0 ┊ 716M 5590M
Jul-08 11:51:04│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5357M┊   0     0 ┊ 479M 5357M
Jul-08 11:51:05│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:51:06│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5526M┊   0     0 ┊ 716M 5526M
Jul-08 11:51:07│36.3G 42.4G  170G  213G│  2   0  98   0   0│ 478M 5420M┊   0     0 ┊ 478M 5420M
Jul-08 11:51:08│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:51:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5504M┊   0     0 ┊ 716M 5506M
Jul-08 11:51:10│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 478M 5444M┊   0     0 ┊ 478M 5444M
Jul-08 11:51:11│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5356M┊   0     0 ┊ 479M 5356M
Jul-08 11:51:12│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5368M┊   0     0 ┊ 716M 5368M
Jul-08 11:51:13│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5503M┊   0     0 ┊ 479M 5503M
Jul-08 11:51:14│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5431M┊   0     0 ┊ 478M 5431M
Jul-08 11:51:15│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 578M 5356M┊   0     0 ┊ 578M 5356M
Jul-08 11:51:16│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 616M 5357M┊   0     0 ┊ 616M 5357M
Jul-08 11:51:17│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:51:18│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:51:19│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5590M┊   0     0 ┊ 716M 5590M
Jul-08 11:51:20│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:51:21│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:51:22│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5425M┊   0     0 ┊ 716M 5425M
Jul-08 11:51:23│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5301M┊   0     0 ┊ 478M 5301M
Jul-08 11:51:24│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5485M┊   0     0 ┊ 479M 5485M
Jul-08 11:51:25│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5449M┊   0     0 ┊ 716M 5449M
Jul-08 11:51:26│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:51:27│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5399M┊   0     0 ┊ 479M 5399M
Jul-08 11:51:28│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5547M┊   0     0 ┊ 716M 5547M
Jul-08 11:51:29│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 478M 5356M┊   0     0 ┊ 478M 5356M
Jul-08 11:51:30│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 478M 5358M┊   0     0 ┊ 478M 5358M
Jul-08 11:51:31│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 716M 5589M┊   0     0 ┊ 716M 5589M
Jul-08 11:51:32│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5356M┊   0     0 ┊ 479M 5356M
Jul-08 11:51:33│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 478M 5357M┊   0     0 ┊ 478M 5357M
Jul-08 11:51:34│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 716M 5356M┊   0     0 ┊ 716M 5356M
Jul-08 11:51:35│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5356M┊   0     0 ┊ 479M 5356M
Jul-08 11:51:36│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 478M 5359M┊   0     0 ┊ 478M 5359M
Jul-08 11:51:37│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 716M 5589M┊   0     0 ┊ 716M 5589M
Jul-08 11:51:38│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5357M┊   0     0 ┊ 479M 5357M
Jul-08 11:51:39│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5470M┊   0     0 ┊ 479M 5473M
Jul-08 11:51:40│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 716M 5475M┊   0     0 ┊ 716M 5475M
Jul-08 11:51:41│36.2G 42.4G  170G  213G│  2   1  98   0   0│2014M 6117M┊3568b 3568b┊2014M 6117M
Jul-08 11:51:42│36.3G 42.4G  170G  213G│  1   2  97   0   0│  10G 9765M┊   0     0 ┊  10G 9765M
Jul-08 11:51:43│36.3G 42.4G  170G  213G│  1   2  97   0   0│  10G   10G┊   0     0 ┊  10G   10G
Jul-08 11:51:44│36.3G 42.4G  170G  213G│  1   1  97   0   0│4197M   17G┊2240b 2240b┊4197M   17G
Jul-08 11:51:45│36.3G 42.4G  170G  213G│  1   1  97   0   0│1982M   19G┊   0     0 ┊1982M   19G
Jul-08 11:51:46│36.2G 42.4G  170G  213G│  1   1  97   0   0│1983M   20G┊   0     0 ┊1983M   20G
Jul-08 11:51:47│36.2G 42.4G  170G  213G│  1   2  97   0   0│1983M   19G┊   0     0 ┊1983M   19G
Jul-08 11:51:48│36.3G 42.4G  170G  213G│  1   2  96   0   0│1982M   19G┊   0     0 ┊1982M   19G
Jul-08 11:51:49│36.3G 42.4G  170G  213G│  1   2  97   0   0│1982M   19G┊   0     0 ┊1982M   19G
Jul-08 11:51:50│36.3G 42.4G  170G  213G│  1   1  97   0   0│1983M   20G┊   0     0 ┊1983M   20G
Jul-08 11:51:51│36.3G 42.4G  170G  213G│  1   1  98   0   0│1983M   19G┊   0     0 ┊1983M   19G
Jul-08 11:51:52│36.2G 42.4G  170G  213G│  1   2  97   0   0│1983M   20G┊   0     0 ┊1983M   20G
Jul-08 11:51:53│36.3G 42.4G  170G  213G│  1   2  97   0   0│1984M   20G┊   0     0 ┊1984M   20G
Jul-08 11:51:54│36.3G 42.4G  170G  213G│  1   1  97   0   0│1983M   20G┊   0     0 ┊1983M   20G
Jul-08 11:51:55│36.3G 42.4G  170G  213G│  1   1  97   0   0│1982M   18G┊   0     0 ┊1982M   18G
Jul-08 11:51:56│36.3G 42.4G  170G  213G│  1   1  97   0   0│1736M   17G┊2256b 2256b┊1736M   17G
Jul-08 11:51:57│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5315M┊   0     0 ┊ 496M 5315M
Jul-08 11:51:58│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 496M 5481M┊   0     0 ┊ 496M 5481M
Jul-08 11:51:59│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5631M┊   0     0 ┊ 742M 5631M
Jul-08 11:52:00│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5314M┊   0     0 ┊ 496M 5314M
Jul-08 11:52:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5555M┊   0     0 ┊ 496M 5555M
Jul-08 11:52:02│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 496M 5313M┊   0     0 ┊ 496M 5313M
Jul-08 11:52:03│36.2G 42.4G  170G  213G│  2   2  96   0   0│ 742M 5555M┊   0     0 ┊ 742M 5555M
Jul-08 11:52:04│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 496M 5554M┊   0     0 ┊ 496M 5554M
Jul-08 11:52:05│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5314M┊   0     0 ┊ 496M 5314M
Jul-08 11:52:06│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 692M 5555M┊   0     0 ┊ 692M 5555M
Jul-08 11:52:07│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 547M 5555M┊   0     0 ┊ 547M 5555M
Jul-08 11:52:08│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 496M 5419M┊   0     0 ┊ 496M 5419M
