┄┄┄┄┄system┄┄┄┄┬┄┄┄┄┄┄memory┄usage┄┄┄┄┄┬┄┄total┄cpu┄usage┄┄┬┄┄net/ib0┄┄ ┄┄┄net/lo┄┄ ┄net/total┄
      time     │ used  free  cach  avai│usr sys idl wai stl│ recv  send  recv  send  recv  send
Jul-08 13:30:44│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5248M┊   0     0 ┊ 558M 5248M
Jul-08 13:30:45│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 525M 5078M┊   0     0 ┊ 525M 5080M
Jul-08 13:30:46│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 167M 5434M┊   0     0 ┊ 167M 5434M
Jul-08 13:30:47│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 426M 5202M┊   0     0 ┊ 426M 5202M
Jul-08 13:30:48│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5123M┊   0     0 ┊ 557M 5123M
Jul-08 13:30:49│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5436M┊   0     0 ┊ 558M 5436M
Jul-08 13:30:50│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5436M┊   0     0 ┊ 558M 5436M
Jul-08 13:30:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:30:52│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5044M┊   0     0 ┊ 557M 5044M
Jul-08 13:30:53│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5281M┊   0     0 ┊ 558M 5281M
Jul-08 13:30:54│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:30:55│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 558M 5249M┊   0     0 ┊ 558M 5249M
Jul-08 13:30:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5076M┊   0     0 ┊ 557M 5076M
Jul-08 13:30:57│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:30:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:30:59│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:00│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5070M┊   0     0 ┊ 557M 5070M
Jul-08 13:31:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5255M┊   0     0 ┊ 557M 5255M
Jul-08 13:31:02│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:03│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:31:04│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5268M┊   0     0 ┊ 557M 5268M
Jul-08 13:31:05│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5058M┊   0     0 ┊ 558M 5058M
Jul-08 13:31:06│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:07│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:31:08│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 4935M┊   0     0 ┊ 557M 4935M
Jul-08 13:31:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5390M┊   0     0 ┊ 558M 5390M
Jul-08 13:31:10│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:31:11│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:31:12│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5048M┊   0     0 ┊ 557M 5048M
Jul-08 13:31:13│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5277M┊   0     0 ┊ 558M 5277M
Jul-08 13:31:14│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:31:15│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5436M
Jul-08 13:31:16│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:17│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 558M 5076M┊   0     0 ┊ 558M 5076M
Jul-08 13:31:18│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5249M┊   0     0 ┊ 558M 5249M
Jul-08 13:31:19│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:31:20│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5425M┊   0     0 ┊ 558M 5425M
Jul-08 13:31:21│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 4900M┊   0     0 ┊ 557M 4900M
Jul-08 13:31:22│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:31:23│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:31:24│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 4951M┊   0     0 ┊ 557M 4951M
Jul-08 13:31:25│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 228M 5373M┊   0     0 ┊ 228M 5373M
Jul-08 13:31:26│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 333M 5182M┊   0     0 ┊ 333M 5182M
Jul-08 13:31:27│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5157M┊   0     0 ┊ 557M 5157M
Jul-08 13:31:28│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 558M 5421M┊   0     0 ┊ 558M 5421M
Jul-08 13:31:29│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:31:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:31│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 4891M┊   0     0 ┊ 557M 4891M
Jul-08 13:31:32│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:33│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:31:34│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5125M┊2296b 2296b┊ 557M 5125M
Jul-08 13:31:35│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5200M┊   0     0 ┊ 557M 5200M
Jul-08 13:31:36│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:31:37│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:38│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 4891M┊   0     0 ┊ 557M 4891M
Jul-08 13:31:39│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:31:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:41│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:42│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5090M┊   0     0 ┊ 557M 5090M
Jul-08 13:31:43│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5234M┊   0     0 ┊ 558M 5234M
Jul-08 13:31:44│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:45│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5436M
Jul-08 13:31:46│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5261M┊   0     0 ┊ 558M 5261M
Jul-08 13:31:47│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5064M┊   0     0 ┊ 557M 5064M
Jul-08 13:31:48│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:49│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:50│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:31:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5271M┊   0     0 ┊ 557M 5271M
Jul-08 13:31:52│36.2G 42.4G  170G  213G│  2   2  97   0   0│ 558M 5055M┊   0     0 ┊ 558M 5055M
Jul-08 13:31:53│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:54│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:31:55│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5348M┊   0     0 ┊ 557M 5348M
Jul-08 13:31:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5021M┊   0     0 ┊ 557M 5021M
Jul-08 13:31:57│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5392M┊   0     0 ┊ 558M 5392M
Jul-08 13:31:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:31:59│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5395M┊   0     0 ┊ 558M 5395M
Jul-08 13:32:00│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 557M 4930M┊   0     0 ┊ 557M 4930M
Jul-08 13:32:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:02│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:32:03│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:04│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5427M┊   0     0 ┊ 558M 5427M
Jul-08 13:32:05│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 467M 4897M┊   0     0 ┊ 467M 4897M
Jul-08 13:32:06│36.2G 42.4G  170G  213G│  2   1  98   0   0│  94M 4972M┊   0     0 ┊  94M 4972M
Jul-08 13:32:07│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5353M┊   0     0 ┊ 558M 5353M
Jul-08 13:32:08│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:10│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:32:11│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 557M 5042M┊   0     0 ┊ 557M 5042M
Jul-08 13:32:12│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5283M┊   0     0 ┊ 558M 5283M
Jul-08 13:32:13│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:14│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5342M┊   0     0 ┊ 558M 5342M
Jul-08 13:32:15│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5076M┊   0     0 ┊ 557M 5076M
Jul-08 13:32:16│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5342M┊   0     0 ┊ 557M 5342M
Jul-08 13:32:17│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5437M
Jul-08 13:32:18│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:19│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:20│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 4891M┊   0     0 ┊ 557M 4891M
Jul-08 13:32:21│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:32:22│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:23│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:24│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 4956M┊   0     0 ┊ 557M 4956M
Jul-08 13:32:25│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5368M┊   0     0 ┊ 558M 5368M
Jul-08 13:32:26│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:32:27│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:28│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 4891M┊   0     0 ┊ 557M 4891M
Jul-08 13:32:29│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5435M┊   0     0 ┊ 557M 5435M
Jul-08 13:32:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5435M┊   0     0 ┊ 557M 5435M
Jul-08 13:32:31│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5343M┊   0     0 ┊ 558M 5343M
Jul-08 13:32:32│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 557M 4982M┊   0     0 ┊ 557M 4982M
Jul-08 13:32:33│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:34│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:35│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:36│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5250M┊   0     0 ┊ 557M 5250M
Jul-08 13:32:37│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5078M┊   0     0 ┊ 557M 5078M
Jul-08 13:32:38│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:39│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5436M┊   0     0 ┊ 558M 5436M
Jul-08 13:32:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:32:41│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5127M┊   0     0 ┊ 557M 5127M
Jul-08 13:32:42│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5198M┊   0     0 ┊ 557M 5198M
Jul-08 13:32:43│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:32:44│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:32:45│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5434M┊   0     0 ┊ 557M 5436M
Jul-08 13:32:46│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5387M┊   0     0 ┊ 558M 5387M
Jul-08 13:32:47│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 480M 4939M┊   0     0 ┊ 480M 4939M
Jul-08 13:32:48│36.2G 42.4G  170G  213G│  2   1  98   0   0│  81M 5377M┊   0     0 ┊  81M 5377M
Jul-08 13:32:49│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 4947M┊   0     0 ┊ 558M 4947M
Jul-08 13:32:50│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5435M┊   0     0 ┊ 557M 5435M
Jul-08 13:32:52│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:32:53│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 4924M┊   0     0 ┊ 557M 4924M
Jul-08 13:32:54│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 558M 5401M┊   0     0 ┊ 558M 5401M
Jul-08 13:32:55│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:57│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:32:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5105M┊   0     0 ┊ 557M 5105M
Jul-08 13:32:59│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5219M┊   0     0 ┊ 557M 5219M
Jul-08 13:33:00│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5435M┊   0     0 ┊ 558M 5435M
Jul-08 13:33:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:33:02│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5145M┊   0     0 ┊ 557M 5145M
Jul-08 13:33:03│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5181M┊   0     0 ┊ 557M 5181M
Jul-08 13:33:04│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:33:05│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 557M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:33:06│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:33:07│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5121M┊   0     0 ┊ 557M 5121M
Jul-08 13:33:08│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5205M┊   0     0 ┊ 557M 5205M
Jul-08 13:33:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:33:10│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5434M┊   0     0 ┊ 558M 5434M
Jul-08 13:33:11│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 557M 5190M┊   0     0 ┊ 557M 5190M
Jul-08 13:33:12│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5154M┊   0     0 ┊ 557M 5154M
Jul-08 13:33:13│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 558M 5417M┊   0     0 ┊ 558M 5417M
Jul-08 13:33:14│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5434M┊   0     0 ┊ 557M 5434M
Jul-08 13:33:15│36.2G 42.4G  170G  213G│  2   1  97   0   0│3935M 7041M┊4496b 4496b┊3935M 7043M
Jul-08 13:33:16│36.3G 42.4G  170G  213G│  1   2  97   0   0│9912M 9473M┊   0     0 ┊9912M 9473M
Jul-08 13:33:17│36.2G 42.4G  170G  213G│  1   2  97   0   0│  10G   10G┊   0     0 ┊  10G   10G
Jul-08 13:33:18│36.3G 42.4G  170G  213G│  1   2  97   0   0│  10G   10G┊   0     0 ┊  10G   10G
Jul-08 13:33:19│36.2G 42.4G  170G  213G│  1   2  97   0   0│  10G   10G┊   0     0 ┊  10G   10G
Jul-08 13:33:20│36.2G 42.4G  170G  213G│  1   2  97   0   0│9791M 9388M┊   0     0 ┊9791M 9388M
Jul-08 13:33:21│36.2G 42.4G  170G  213G│  1   2  97   0   0│3500M   18G┊2240b 2240b┊3500M   18G
Jul-08 13:33:22│36.2G 42.4G  170G  213G│  1   2  96   0   0│2263M   18G┊   0     0 ┊2263M   18G
Jul-08 13:33:23│36.2G 42.4G  170G  213G│  1   2  97   0   0│1699M   18G┊   0     0 ┊1699M   18G
Jul-08 13:33:24│36.2G 42.4G  170G  213G│  1   1  97   0   0│1129M   13G┊   0     0 ┊1129M   13G
Jul-08 13:33:25│36.2G 42.4G  170G  213G│  1   2  97   0   0│2263M   19G┊   0     0 ┊2263M   19G
Jul-08 13:33:26│36.2G 42.4G  170G  213G│  1   1  97   0   0│1701M   20G┊   0     0 ┊1701M   20G
Jul-08 13:33:27│36.2G 42.4G  170G  213G│  1   2  97   0   0│2263M   19G┊   0     0 ┊2263M   19G
Jul-08 13:33:28│36.2G 42.4G  170G  213G│  1   2  97   0   0│1701M   20G┊   0     0 ┊1701M   20G
Jul-08 13:33:29│36.2G 42.4G  170G  213G│  1   2  97   0   0│2263M   19G┊   0     0 ┊2263M   19G
Jul-08 13:33:30│36.2G 42.4G  170G  213G│  1   2  97   0   0│1701M   20G┊   0     0 ┊1701M   20G
Jul-08 13:33:31│36.2G 42.4G  170G  213G│  1   2  97   0   0│2263M   20G┊   0     0 ┊2263M   20G
Jul-08 13:33:32│36.2G 42.4G  170G  213G│  1   2  97   0   0│1701M   19G┊   0     0 ┊1701M   19G
Jul-08 13:33:33│36.2G 42.4G  170G  213G│  1   2  97   0   0│2264M   19G┊   0     0 ┊2264M   19G
Jul-08 13:33:34│36.2G 42.4G  170G  213G│  1   2  97   0   0│1701M   20G┊   0     0 ┊1701M   20G
Jul-08 13:33:35│36.2G 42.4G  170G  213G│  1   2  97   0   0│2263M   19G┊   0     0 ┊2263M   19G
Jul-08 13:33:36│36.2G 42.4G  170G  213G│  1   2  97   0   0│1701M   20G┊   0     0 ┊1701M   20G
Jul-08 13:33:37│36.3G 42.4G  170G  213G│  1   2  97   0   0│2263M   18G┊   0     0 ┊2263M   18G
Jul-08 13:33:38│36.2G 42.4G  170G  213G│  1   2  97   0   0│1700M   21G┊   0     0 ┊1700M   21G
Jul-08 13:33:39│36.2G 42.4G  170G  213G│  1   2  97   0   0│2263M   19G┊   0     0 ┊2263M   19G
Jul-08 13:33:40│36.3G 42.4G  170G  213G│  1   1  97   0   0│1133M   16G┊   0     0 ┊1133M   16G
Jul-08 13:33:41│36.2G 42.4G  170G  213G│  1   1  97   0   0│1695M   15G┊   0     0 ┊1695M   15G
Jul-08 13:33:42│36.2G 42.4G  170G  213G│  1   1  97   0   0│2263M   19G┊   0     0 ┊2263M   19G
Jul-08 13:33:43│36.2G 42.4G  170G  213G│  1   2  97   0   0│1701M   20G┊   0     0 ┊1701M   20G
Jul-08 13:33:44│36.2G 42.4G  170G  213G│  1   2  97   0   0│2263M   19G┊   0     0 ┊2263M   19G
Jul-08 13:33:45│36.2G 42.4G  170G  213G│  1   2  97   0   0│1701M   20G┊   0     0 ┊1701M   20G
Jul-08 13:33:46│36.2G 42.4G  170G  213G│  1   2  97   0   0│2264M   19G┊   0     0 ┊2264M   19G
Jul-08 13:33:47│36.2G 42.4G  170G  213G│  1   2  97   0   0│1701M   19G┊   0     0 ┊1701M   19G
Jul-08 13:33:48│36.3G 42.4G  170G  213G│  1   2  97   0   0│1973M   19G┊   0     0 ┊1973M   19G
Jul-08 13:33:49│36.2G 42.4G  170G  213G│  1   2  97   0   0│1991M   19G┊   0     0 ┊1991M   19G
Jul-08 13:33:50│36.2G 42.4G  170G  213G│  1   1  97   0   0│1695M   15G┊2256b 2256b┊1695M   15G
Jul-08 13:33:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5520M┊   0     0 ┊ 566M 5520M
Jul-08 13:33:52│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 566M 5234M┊   0     0 ┊ 566M 5234M
Jul-08 13:33:53│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 441M 5258M┊   0     0 ┊ 441M 5258M
Jul-08 13:33:54│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 310M 5520M┊   0     0 ┊ 310M 5520M
Jul-08 13:33:55│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 439M 5521M┊   0     0 ┊ 439M 5521M
Jul-08 13:33:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 513M 5485M┊   0     0 ┊ 513M 5485M
Jul-08 13:33:57│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5436M┊   0     0 ┊ 566M 5436M
Jul-08 13:33:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5161M┊   0     0 ┊ 566M 5161M
Jul-08 13:33:59│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 567M 5449M┊   0     0 ┊ 567M 5449M
Jul-08 13:34:00│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5521M┊   0     0 ┊ 566M 5521M
Jul-08 13:34:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5520M┊   0     0 ┊ 566M 5520M
Jul-08 13:34:02│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 567M 5520M┊   0     0 ┊ 567M 5520M
Jul-08 13:34:03│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5520M┊   0     0 ┊ 566M 5520M
Jul-08 13:34:04│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 566M 5520M┊   0     0 ┊ 566M 5520M
Jul-08 13:34:05│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5521M┊   0     0 ┊ 566M 5521M
Jul-08 13:34:06│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5083M┊   0     0 ┊ 566M 5083M
Jul-08 13:34:07│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 566M 5406M┊   0     0 ┊ 566M 5406M
Jul-08 13:34:08│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 566M 5621M┊   0     0 ┊ 566M 5621M
Jul-08 13:34:09│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 566M 5469M┊   0     0 ┊ 566M 5469M
Jul-08 13:34:10│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 566M 5655M┊   0     0 ┊ 566M 5655M
Jul-08 13:34:11│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5427M┊   0     0 ┊ 566M 5427M
Jul-08 13:34:12│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5434M┊   0     0 ┊ 566M 5434M
Jul-08 13:34:13│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 566M 5520M┊   0     0 ┊ 566M 5520M
Jul-08 13:34:14│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 566M 5520M┊   0     0 ┊ 566M 5520M
